"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Url
563663463232;;00-00000345;;Майонез;"Майонез Печагин (5л) 78%";"Майонез Печагин (5л) 78%";;https://static.tildacdn.com/stor3835-6538-4162-b865-326534316434/63445384.png;970.00;335;;;;ed6eb12c-e96d-11e7-876c-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/563663463232-maionez-pechagin-5l-78
123868858502;;;;;"Соус Кетчуп томатный ""Хайнц"" пакет, 2 кг.(6шт/уп)";"Соус Кетчуп томатный ""Хайнц"" пакет, 2 кг.(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;543.00;41;;;;345c4580-cd63-11ea-96a8-c176ee6d4136;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/123868858502-sous-ketchup-tomatnii-haints-paket-2-kg6
173509888802;;;;Соусы;"Соус бальзамический ""Тамаки"" 0,47 мл.(6шт/уп)";"Соус бальзамический ""Тамаки"" 0,47 мл.(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;185.00;0;;;;d9dabc92-96e4-11ed-80e3-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/tproduct/173509888802-sous-balzamicheskii-tamaki-047-ml6shtup
620020856262;;БУ-00000561;;Масло;"Масло подсолнечное 5 л. Золотые просторы (3шт/уп)";"Масло подсолнечное 5 л. Золотые просторы (3шт/уп)";;https://static.tildacdn.com/stor3866-6532-4831-a633-343365363537/42046436.png;599.00;1408;;;;50686a8e-89cb-11ea-9696-8121eae85e58;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/620020856262-maslo-podsolnechnoe-5-l-zolotie-prostori
561260637552;;;;Соусы;"Соус Кисло-сладкий Tamaki 0,47л (6шт/уп)";"Соус Кисло-сладкий Tamaki 0,47л (6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;170.00;0;;;;01c44f27-814f-11eb-bd64-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/tproduct/561260637552-sous-kislo-sladkii-tamaki-047l-6shtup
191546890552;;UT-00000028;;Сыр;"Сыр кремчиз ""FriendChef"" творожный 65% 3,3 кг";"Сыр кремчиз ""FriendChef"" творожный 65% 3,3 кг";;https://static.tildacdn.com/stor3331-3836-4436-b039-613961366237/67357376.png;1740.00;48;;;;28c8e09a-8869-11eb-bd65-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/191546890552-sir-kremchiz-friendchef-tvorozhnii-65-33
887441230402;;UT-00000046;;Майонез;"Майонез Печагин (10 л.) 78%";"Майонез Печагин (10 л.) 78%";;;1798.00;0;;;;3c73ebf1-d0b2-11eb-bd6b-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/887441230402-maionez-pechagin-10-l-78
314924552132;;;;;"Лук сушеный резаный (хлопья)";"Лук сушеный резаный (хлопья)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;370.00;14;;;;2d16c257-db97-11e4-9ca4-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/314924552132-luk-sushenii-rezanii-hlopya
214311442602;;00-00000083;;"Специи и приправы";"Имбирь молотый";"Имбирь молотый";;;400.00;19;;;;5eb36dc9-d577-11e4-878b-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/214311442602-imbir-molotii
173176255002;;;;Товары;"Пепперони С/К 1 кг Дымов (8шт/уп)";"Пепперони С/К 1 кг Дымов (8шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;765.00;84;;;;49bf02f0-6235-11e8-85c5-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/173176255002-pepperoni-sk-1-kg-dimov-8shtup
271646461422;;;;Товары;"Кориандр целый";"Кориандр целый";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;200.00;141;;;;a1f7c2b1-d563-11e4-878b-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/271646461422-koriandr-tselii
714503464992;;;;Товары;"Пепперони Варено-копченая 1кг Дымов (8шт/уп)";"Пепперони Варено-копченая 1кг Дымов (8шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;520.00;267;;;;5c7a5d51-27b5-11e8-8fb9-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/714503464992-pepperoni-vareno-kopchenaya-1kg-dimov-8s
203175314822;;;;;"Мидии мясо в/м 200/300 упак. 10 кг.";"Мидии мясо в/м 200/300 упак. 10 кг.";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;390.00;326;;;;61a26565-4075-11ed-80dc-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/203175314822-midii-myaso-vm-200300-upak-10-kg
282865459002;;UT-00000590;;Морепродукты;"Лосось филе без кожи Трим-Е в/у с/м 1,8-2,2";"Лосось филе без кожи Трим-Е в/у с/м 1,8-2,2";;https://static.tildacdn.com/stor3532-3730-4335-b435-343965393962/53189879.png;1920.00;1109;;;;4cfaf39d-0302-11f0-8120-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/282865459002-losos-file-bez-kozhi-trim-e-vu-sm-18-22
973406842912;;;;Товары;"Икра Масаго красная ""САНТА БРЕМОР"" 500 г/шт";"Икра Масаго красная ""САНТА БРЕМОР"" 500 г/шт";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;550.00;69;;;;ed6eb128-e96d-11e7-876c-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/973406842912-ikra-masago-krasnaya-santa-bremor-500-gs
580877525462;;00-00000215;;"Рис и бобовые";"Рис ЯШИКИ ГОСТ, В/С, 25 кг";"Рис ЯШИКИ ГОСТ, В/С, 25 кг";;https://static.tildacdn.com/stor3863-6265-4139-b165-333830333466/18357803.png;2120.00;5;;;;1de1802c-c10e-11e6-8e55-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/580877525462-ris-yashiki-gost-vs-25-kg
990209348452;;00-00000401;;Масло;"Масло фритюрное ""IFRY"", 5л.(3шт/уп)";"Масло фритюрное ""IFRY"", 5л.(3шт/уп)";;https://static.tildacdn.com/stor3532-3430-4036-a634-316665646264/24241677.png;730.00;1290;;;;5c7a5d67-27b5-11e8-8fb9-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/990209348452-maslo-frityurnoe-ifry-5l3shtup
780134012372;;БУ-00000491;;Консервация;"Имбирь маринованный белый 1 кг";"Имбирь маринованный белый 1 кг";;https://static.tildacdn.com/stor6135-3762-4161-b364-643866343063/27122955.png;184.00;5786;;;;752ab70b-d127-11e8-967e-646e69a2704e;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/780134012372-imbir-marinovannii-belii-1-kg
796581827352;;;;;"Салат Чука Хияши вакаме Tamaki PRO (10шт/упак)";"Салат Чука Хияши вакаме Tamaki PRO (10шт/упак)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;240.00;736;;;;1af9339b-e322-11e8-967f-646e69a2704e;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/796581827352-salat-chuka-hiyashi-vakame-tamaki-pro-10
766190920782;;БУ-00000507;;Соусы;"Соус Сырный Хайнц 25 мл(125шт/уп)";"Соус Сырный Хайнц 25 мл(125шт/уп)";;"https://static.tildacdn.com/stor6630-6431-4039-a337-643764393338/42802201.png https://static.tildacdn.com/stor6238-3830-4138-b265-393933333762/63580791.png";18.50;626;;;;291c7950-ff59-11e8-9681-646e69a2704e;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/tproduct/766190920782-sous-sirnii-haints-25-ml125shtup
235966827632;;БУ-00000519;;Морепродукты;"Угорь жаренный(филе), (без упак./без соуса)";"Угорь жаренный(филе), (без упак./без соуса)";;https://static.tildacdn.com/stor6265-3861-4430-b737-656237623834/31010216.png;1550.00;205;;;;4ec42c3d-54fc-11e9-9685-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/235966827632-ugor-zharenniifile-bez-upakbez-sousa
794522106682;;;;;"Уксус рисовый МАРУКАЙ 20л";"Уксус рисовый МАРУКАЙ 20л";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1450.00;107;;;;e59ede38-59e0-11ea-9691-f8f69dd28adb;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/794522106682-uksus-risovii-marukai-20l
867166740582;;БУ-00000460;;Морепродукты;"Снежный краб Санта Бремор 0,5 кг (12шт/уп)";"Снежный краб Санта Бремор 0,5 кг (12шт/уп)";;"https://static.tildacdn.com/stor6564-3663-4135-b966-656632353861/50581025.png https://static.tildacdn.com/stor6630-6663-4238-b661-313266373334/57134728.png";245.00;1346;;;;340945ff-88dd-11e8-9b79-74d4353caba3;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/867166740582-snezhnii-krab-santa-bremor-05-kg-12shtup
846095777682;;;;Товары;"Палочки бамбуковые КРАСНЫЕ (100 шт) (20шт/упак)";"Палочки бамбуковые КРАСНЫЕ (100 шт) (20шт/упак)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;90.00;2271;;;;386ee243-29ab-11e7-9bc8-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/846095777682-palochki-bambukovie-krasnie-100-sht-20sh
267603662702;;;;Товары;"Тунец филе ""Еллоуфин"" блок (АА+ - ААА+) ровный срез(10кг/уп)";"Тунец филе ""Еллоуфин"" блок (АА+ - ААА+) ровный срез(10кг/уп)";;https://static.tildacdn.com/stor3033-3237-4462-b832-626230613163/90393977.jpg;1430.00;159;;;;4451969f-5fb4-11e7-ba34-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/267603662702-tunets-file-elloufin-blok-aa-aaa-rovnii
527646250322;;;;Товары;"Васаби Tamaki pro (АСА) 2 кг(10шт/уп)";"Васаби Tamaki pro (АСА) 2 кг(10шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;950.00;426;;;;c1d8f362-f680-11e6-babf-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/527646250322-vasabi-tamaki-pro-asa-2-kg10shtup
689304472492;;;;Товары;"Мидии 30/40 1/2 в половине раковины(Китай), 1 кг.(12шт/уп)";"Мидии 30/40 1/2 в половине раковины(Китай), 1 кг.(12шт/уп)";;https://static.tildacdn.com/stor3035-3436-4132-a236-626439666639/64446850.png;440.00;339;;;;d3568c1a-52ac-11e8-bb47-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/689304472492-midii-3040-12-v-polovine-rakovinikitai-1
828731367512;;UT-00000010;;Сыр;"Сыр кремчиз ""FriendChef"" творожный 65% 10 кг";"Сыр кремчиз ""FriendChef"" творожный 65% 10 кг";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;5100.00;85;;;;9b3e0edb-3e8f-11eb-bd55-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/828731367512-sir-kremchiz-friendchef-tvorozhnii-65-10
587358742162;;;;;"Соус Чили сладкий ТАМАКИ для курицы 1,8 кг(6шт/уп)";"Соус Чили сладкий ТАМАКИ для курицы 1,8 кг(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;495.00;423;;;;71f2af8e-7bd2-11eb-bd5f-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/587358742162-sous-chili-sladkii-tamaki-dlya-kuritsi-1
601876238432;;;;;"Водоросли нори ""РИСМА"" 230гр сушеные Корея, 100 л.(96шт/уп)";"Водоросли нори ""РИСМА"" 230гр сушеные Корея, 100 л.(96шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1075.00;135;;;;23f9cee3-aa60-11ec-80c6-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/601876238432-vodorosli-nori-risma-230gr-sushenie-kore
464275010162;;UT-00000510;;Морепродукты;"Икра МАСАГО ПУТИНА оранжевая 500 гр(6шт/упак)";"Икра МАСАГО ПУТИНА оранжевая 500 гр(6шт/упак)";;https://static.tildacdn.com/stor6438-3134-4263-a563-343337386138/36673537.png;470.00;168;;;;18d5c156-c3e3-11ed-80e7-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/464275010162-ikra-masago-putina-oranzhevaya-500-gr6sh
808463421282;;;;Товары;"Глутамат натрия гранулы (аджиномото) 1кг";"Глутамат натрия гранулы (аджиномото) 1кг";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;340.00;447;;;;5eb36dcb-d577-11e4-878b-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/808463421282-glutamat-natriya-granuli-adzhinomoto-1kg
883652856902;;00-00000351;;Морепродукты;"Икра МАСАГО ПУТИНА зеленая 500 гр(6шт/упак)";"Икра МАСАГО ПУТИНА зеленая 500 гр(6шт/упак)";;https://static.tildacdn.com/stor6133-3539-4436-a532-366230376332/67864730.png;470.00;53;;;;ac1ba291-f143-11e7-8a04-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/883652856902-ikra-masago-putina-zelenaya-500-gr6shtup
358261746612;;;;Товары;"Креветка с/м б/г 16/20 6*1,8 Эквадор(6шт/уп)";"Креветка с/м б/г 16/20 6*1,8 Эквадор(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;2000.00;12;;;;310f5edf-1631-11e8-9685-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/358261746612-krevetka-sm-bg-1620-618-ekvador6shtup
330508504302;;БУ-00000565;;Соусы;"Соус Унаги Тамаки 1,8 л(6шт/уп)";"Соус Унаги Тамаки 1,8 л(6шт/уп)";;https://static.tildacdn.com/stor6366-3966-4238-b836-333361363030/27050167.png;585.00;615;;;;7de6f61b-9bdc-11ea-9698-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/tproduct/330508504302-sous-unagi-tamaki-18-l6shtup
120761986662;;00-00000302;;Морепродукты;"Морской гребешок Эконом (1кг)(10шт/уп)";"Морской гребешок Эконом (1кг)(10шт/уп)";;https://static.tildacdn.com/stor6334-6438-4830-a366-306334633765/58166395.png;1070.00;25;;;;9d09c993-68a2-11e7-ab7f-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/120761986662-morskoi-grebeshok-ekonom-1kg10shtup
310037086922;;;;;"Лапша удон 300 гр. МИДОРИ Китай(40шт/упак)";"Лапша удон 300 гр. МИДОРИ Китай(40шт/упак)";;https://static.tildacdn.com/stor3835-3264-4364-b462-326139613537/69097048.png;75.00;1915;;;;3dccd70e-afdf-11ec-80c7-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/310037086922-lapsha-udon-300-gr-midori-kitai40shtupak
389481114292;;UT-00000512;;Сыр;"Сыр Чеддер ломтевой Хохланд , 1,107 кг(6шт/уп)";"Сыр Чеддер ломтевой Хохланд , 1,107 кг(6шт/уп)";;"https://static.tildacdn.com/stor3066-3463-4031-b537-373336343537/94869737.png https://static.tildacdn.com/stor3831-6430-4763-b139-363635383732/72277500.png";1070.00;70;;;;c2031761-c92d-11ed-80e7-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/389481114292-sir-chedder-lomtevoi-hohland-1107-kg6sht
458477366122;;UT-00000568;;Наггетсы;"Наггетсы ""Фирменные"" из мяса птицы, 1 уп/1,115 кг.(15шт/уп)";"Наггетсы ""Фирменные"" из мяса птицы, 1 уп/1,115 кг.(15шт/уп)";;"https://static.tildacdn.com/stor6239-3063-4339-a531-643762333764/68821990.png https://static.tildacdn.com/stor6134-3335-4935-b730-636135363566/65585787.png";460.00;429;;;;57687e1c-72ec-11ee-80fd-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/458477366122-naggetsi-firmennie-iz-myasa-ptitsi-1-up1
698928292842;;;;;"Сухари мелкие 1кг SpiceExpert";"Сухари мелкие 1кг SpiceExpert";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;225.00;9;;;;f7c7b79c-7c5c-11ee-80fd-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/698928292842-suhari-melkie-1kg-spiceexpert
215415026282;;UT-00000673;;Морепродукты;"Тунец филе с/м Лоин 2-4кг";"Тунец филе с/м Лоин 2-4кг";;https://static.tildacdn.com/stor6230-6363-4664-a565-616536323032/18359405.png;850.00;104;;;;c7638e75-6217-11f0-8136-18c04dc9ff66;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/215415026282-tunets-file-sm-loin-2-4kg
667677626852;;;;Товары;"Лосось филе Трим-А х/к 1,8-2,0кг";"Лосось филе Трим-А х/к 1,8-2,0кг";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1880.00;49;;;;58552c3a-f222-11e7-865e-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/667677626852-losos-file-trim-a-hk-18-20kg
608648302562;;;;Товары;"Водоросли нори ""Tidori"" 230гр сушеные Корея, 100 л.(40шт/уп)";"Водоросли нори ""Tidori"" 230гр сушеные Корея, 100 л.(40шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1110.00;230;;;;1de1802a-c10e-11e6-8e55-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/608648302562-vodorosli-nori-tidori-230gr-sushenie-kor
504007774622;;;;Товары;"Крабовые палочки ""Крабия"" Санта Бремор (6кг/уп)";"Крабовые палочки ""Крабия"" Санта Бремор (6кг/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;215.00;732;;;;b83470a5-f45d-11e7-8f16-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/504007774622-krabovie-palochki-krabiya-santa-bremor-6
430586187912;;;;Товары;"Перчатки виниловые неопудренные ХL (100 шт/пач)(10шт/упак)";"Перчатки виниловые неопудренные ХL (100 шт/пач)(10шт/упак)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;180.00;83;;;;982ac2f5-1c8f-11e8-8f5c-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/430586187912-perchatki-vinilovie-neopudrennie-hl-100
593909503062;;;;Майонез;"Майонез ""Царский"" премиум 67% 10 л.";"Майонез ""Царский"" премиум 67% 10 л.";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1380.00;322;;;;644150c4-a756-11e8-9677-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/593909503062-maionez-tsarskii-premium-67-10-l
925853045962;;UT-00000488;;Сыр;"Сыр ""Милетто"" творожный ФИОЛЕТ 3.3 кг";"Сыр ""Милетто"" творожный ФИОЛЕТ 3.3 кг";;https://static.tildacdn.com/stor6331-3730-4461-b361-373462386133/76020351.png;1550.00;947;;;;670250e7-be7e-11e8-967a-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/925853045962-sir-miletto-tvorozhnii-fiolet-33-kg
890957271692;;UT-00000490;;;"Сыр ""Милетто"", крем, ЗМЖ ОРАНЖ 3,3 кг";"Сыр ""Милетто"", крем, ЗМЖ ОРАНЖ 3,3 кг";;https://static.tildacdn.com/stor6166-6661-4735-a565-666434383535/77439241.png;1170.00;651;;;;56b9a1cb-c55c-11e8-967e-646e69a2704e;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/890957271692-sir-miletto-krem-zmzh-oranzh-33-kg
387565552192;;;;;"Бекон Классический в/к 0,5кг, МК ЭКО(30шт/уп)";"Бекон Классический в/к 0,5кг, МК ЭКО(30шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;315.00;3752;;;;b937b223-4c5d-11e9-9685-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/387565552192-bekon-klassicheskii-vk-05kg-mk-eko30shtu
414700546452;;;;Товары;"Сыр моцарелла ALTI (2кг батон) (12кг/кор)";"Сыр моцарелла ALTI (2кг батон) (12кг/кор)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;485.00;1524;;;;310f5edd-1631-11e8-9685-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/414700546452-sir-motsarella-alti-2kg-baton-12kgkor
889044418922;;;;;"Смесь панировочная Оригинальная Tamaki 1кг/12уп";"Смесь панировочная Оригинальная Tamaki 1кг/12уп";;https://static.tildacdn.com/stor6631-3265-4639-a663-353437616236/78346045.jpg;220.00;10;;;;07869559-4c7d-11ea-9691-f8f69dd28adb;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/889044418922-smes-panirovochnaya-originalnaya-tamaki
442781170532;;;;;"Икра Масаго оранжевая ""САНТА БРЕМОР"" 500 гр(6шт/уп)";"Икра Масаго оранжевая ""САНТА БРЕМОР"" 500 гр(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;550.00;230;;;;ec1bee0b-5138-11ea-9691-f8f69dd28adb;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/442781170532-ikra-masago-oranzhevaya-santa-bremor-500
781212213192;;;;;"Тортилья сырная 10-дюйм (12шт/упак)(10шт/кор)";"Тортилья сырная 10-дюйм (12шт/упак)(10шт/кор)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;189.00;0;;;;5167902f-a225-11ea-9698-9829a63c43dd;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/781212213192-tortilya-sirnaya-10-dyuim-12shtupak10sht
300615079012;;;;Товары;"Кунжут черный";"Кунжут черный";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;495.00;244;;;;5bb5f689-db78-11e4-9ca4-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/300615079012-kunzhut-chernii
334300783892;;;;Товары;"Водоросли Нори DINGBUR сушеные 320гр Китай 100л./шт";"Водоросли Нори DINGBUR сушеные 320гр Китай 100л./шт";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1090.00;642;;;;2d16c25b-db97-11e4-9ca4-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/334300783892-vodorosli-nori-dingbur-sushenie-320gr-ki
546095068212;;;;Масло;"Масло фритюрное Печагин 10 л.";"Масло фритюрное Печагин 10 л.";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;1595.00;32;;;;e5947bbb-1e16-11e8-9f97-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/546095068212-maslo-frityurnoe-pechagin-10-l
956622547552;;00-00000286;;Соусы;"Соус Терияки Тамаки Pro 1,5 л (6шт/уп)";"Соус Терияки Тамаки Pro 1,5 л (6шт/уп)";;"https://static.tildacdn.com/stor3733-6233-4463-b939-646633373665/41876784.png https://static.tildacdn.com/stor3038-3463-4064-b263-373266363237/17240833.png";340.00;175;;;;a7c3e50e-55ab-11e7-ab66-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/tproduct/956622547552-sous-teriyaki-tamaki-pro-15-l-6shtup
898717491052;;;;Товары;"Перчатки виниловые неопудренные L (100 шт/пач)(10шт/уп)";"Перчатки виниловые неопудренные L (100 шт/пач)(10шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;180.00;376;;;;5ac174cc-2689-11e7-ae93-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/898717491052-perchatki-vinilovie-neopudrennie-l-100-s
512732370892;;;;Товары;"Тортилья Черемушки пшеничная ЗАМ. 10-дюйм (12шт/пач) (10шт/кор)";"Тортилья Черемушки пшеничная ЗАМ. 10-дюйм (12шт/пач) (10шт/кор)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;170.00;92;;;;7f88e8d3-41ff-11e6-b4f1-e81132cc01fb;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/512732370892-tortilya-cheremushki-pshenichnaya-zam-10
410170677162;;;;Товары;"Соус Кимчи Тамаки про (АСА) 1,8л(6шт/уп)";"Соус Кимчи Тамаки про (АСА) 1,8л(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;730.00;298;;;;c1d8f360-f680-11e6-babf-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/410170677162-sous-kimchi-tamaki-pro-asa-18l6shtup
252052619072;;;;Товары;"Картофель фри 9х9 (замороженный) 2,5 кг Триумф(5шт/уп)";"Картофель фри 9х9 (замороженный) 2,5 кг Триумф(5шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;450.00;180;;;;402cf6ab-51b2-11e7-bc7b-d850e60c1a0b;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/252052619072-kartofel-fri-9h9-zamorozhennii-25-kg-tri
719402297882;;;;;"Соус ореховый Тамаки про (АСА) 1,5 л(6шт/уп)";"Соус ореховый Тамаки про (АСА) 1,5 л(6шт/уп)";;https://static.tildacdn.com/stor6530-6239-4736-b034-356463333063/55686283.png;725.00;438;;;;2a270aad-8932-11eb-bd65-d45d64a8ba3c;;0;0;0;0;https://xn----7sbnkf1eg0g.xn--p1ai/catalog/tproduct/719402297882-sous-orehovii-tamaki-pro-asa-15-l6shtup
